Timestamp,TimetoaddEvent,Trialtime,ClipLength,ClipBeginsatTrialtime,Clip,Min.secTostart,Min.secToremove,Min.secTochoice,BatID_num,FruitID,Order,AmideTx,Amide,CageID,BatID,Sp,Fight,TimeofFight,Attacker,Outcome,Treatmentgroup,GroupSize,Comments,Sex,Age,Bag+Bat,Bag,Weight,Forearm,Tibia,RepStat
,,,17.26,34.52,25,,14.19,14.19,1,p3,10,PretU,P. reticulatum unripe,Cs_0407,Cs_0407_1,Cs,0,NA,NA,NA,Pur,6,,,,,,,,,
,,,51.21,0,0,5.37,,5.37,5,c2,1,con,P. reticulatum unripe,Cp_0407,Cp_0407_5,Cp,0,NA,NA,NA,Pur,5,,,,,,,,,
,,,51.21,0,0,8.27,,8.27,5,c3,2,con,P. reticulatum unripe,Cp_0407,Cp_0407_5,Cp,1,8.28,1,V,Pur,5,,,,,,,,,
,,,51.21,0,0,,8.58,8.58,1,c5,3,con,P. reticulatum unripe,Cp_0407,Cp_0407_1,Cp,0,NA,NA,NA,Pur,5,,,,,,,,,
,,,51.21,0,0,,10.08,10.08,1,p1,4,PretU,P. reticulatum unripe,Cp_0407,Cp_0407_1,Cp,0,NA,NA,NA,Pur,5,,,,,,,,,
,,,51.21,0,0,,20.11,20.11,1,p2,5,PretU,P. reticulatum unripe,Cp_0407,Cp_0407_1,Cp,0,NA,NA,NA,Pur,5,,,,,,,,,
,,,51.21,0,0,28.31,,28.31,4,c1,6,con,P. reticulatum unripe,Cp_0407,Cp_0407_4,Cp,0,NA,NA,NA,Pur,5,,,,,,,,,
,,,51.21,0,0,,36.13,36.13,4,c4,7,con,P. reticulatum unripe,Cp_0407,Cp_0407_4,Cp,0,NA,NA,NA,Pur,5,,,,,,,,,
,,,51.21,0,0,,38.58,38.58,3,p3,8,PretU,P. reticulatum unripe,Cp_0407,Cp_0407_3,Cp,0,NA,NA,NA,Pur,5,,,,,,,,,
,,,51.21,0,0,,44.18,44.18,3,p5,9,PretU,P. reticulatum unripe,Cp_0407,Cp_0407_3,Cp,0,NA,NA,NA,Pur,5,,,,,,,,,
,,,50.45,51.21,1,,16.33,16.33,4,p4,10,PretU,P. reticulatum unripe,Cp_0407,Cp_0407_4,Cp,0,NA,NA,NA,Pur,5,,,,,,,,,
,,,42.18,0,0,,6.52,6.52,2,c1,1,PretU,P. reticulatum unripe,Cs_0408,Cs_0408_2,Cs,0,NA,NA,NA,Pur,4,4?,,,,,,,,
,,,42.18,0,0,,9.09,9.09,2,c3,2,con,P. reticulatum unripe,Cs_0408,Cs_0408_2,Cs,0,NA,NA,NA,Pur,4,,,,,,,,,
,,,42.18,0,0,,12.3,12.3,1,p4,3,PretU,P. reticulatum unripe,Cs_0408,Cs_0408_1,Cs,0,NA,NA,NA,Pur,4,,,,,,,,,
,,,42.18,0,0,,17,17,3,c4,4,con,P. reticulatum unripe,Cs_0408,Cs_0408_3,Cs,0,NA,NA,NA,Pur,4,,,,,,,,,
,,,42.18,0,0,,18.47,18.47,1,c2,5,con,P. reticulatum unripe,Cs_0408,Cs_0408_1,Cs,0,NA,NA,NA,Pur,4,,,,,,,,,
,,,42.18,0,0,,22.17,22.17,4,p3,6,PretU,P. reticulatum unripe,Cs_0408,Cs_0408_4,Cs,0,NA,NA,NA,Pur,4,,,,,,,,,
,,,42.18,0,0,,37.15,37.15,4,p2,7,PretU,P. reticulatum unripe,Cs_0408,Cs_0408_4,Cs,0,NA,NA,NA,Pur,4,,,,,,,,,
,,,42.18,0,0,,37.19,37.19,3,c5,8,con,P. reticulatum unripe,Cs_0408,Cs_0408_3,Cs,0,NA,NA,NA,Pur,4,,,,,,,,,
,,,40.46,83.07,17,18.02,,18.02,2,p5,9,PretU,P. reticulatum unripe,Cs_0408,Cs_0408_2,Cs,0,NA,NA,NA,Pur,4,,,,,,,,,
,,,21.19,123.53,18,2.5,,2.5,2,p1,10,PretU,P. reticulatum unripe,Cs_0408,Cs_0408_2,Cs,0,NA,NA,NA,Pur,4,,,,,,,,,
,,,17.26,17.26,1,,1.55,1.55,1,c3,1,con,P. reticulatum unripe,Cp_0408,Cp_0408_1,Cp,0,NA,NA,NA,Pur,4,4?,,,,,,,,
,,,17.26,17.26,1,,6.4,6.4,4,p3,2,PretU,P. reticulatum unripe,Cp_0408,Cp_0408_4,Cp,0,NA,NA,NA,Pur,4,,,,,,,,,
,,,17.26,17.26,1,,8.07,8.07,1,c4,3,con,P. reticulatum unripe,Cp_0408,Cp_0408_1,Cp,0,NA,NA,NA,Pur,4,,,,,,,,,
,,,17.26,17.26,1,,12,12,1,c2,4,con,P. reticulatum unripe,Cp_0408,Cp_0408_1,Cp,0,NA,NA,NA,Pur,4,,,,,,,,,
,,,17.26,34.52,2,,11.39,11.39,3,p1,5,PretU,P. reticulatum unripe,Cp_0408,Cp_0408_3,Cp,0,NA,NA,NA,Pur,4,,,,,,,,,
,,,17.26,34.52,2,,13.21,13.21,3,p2,6,PretU,P. reticulatum unripe,Cp_0408,Cp_0408_3,Cp,0,NA,NA,NA,Pur,4,,,,,,,,,
,,,17.26,52.18,3,,10.01,10.01,2,c1,7,con,P. reticulatum unripe,Cp_0408,Cp_0408_2,Cp,0,NA,NA,NA,Pur,4,,,,,,,,,
,,,17.26,69.44,4,,10.56,10.56,4,p4,8,PretU,P. reticulatum unripe,Cp_0408,Cp_0408_4,Cp,0,NA,NA,NA,Pur,4,,,,,,,,,
,,,17.26,87.1,5,,3.44,3.44,2,c5,9,con,P. reticulatum unripe,Cp_0408,Cp_0408_2,Cp,0,NA,NA,NA,Pur,4,,,,,,,,,
,,,17.26,104.36,6,,12.45,12.45,4,p5,10,PretU,P. reticulatum unripe,Cp_0408,Cp_0408_4,Cp,0,NA,NA,NA,Pur,4,,,,,,,,,
,,,52.24,0,0,9.38,,9.38,3,c2,1,con,P. reticulatum unripe,Cc_0408,Cc_0408_3,Cc,0,NA,NA,NA,Pur,3,3?,,,,,,,,
,,,52.24,0,0,,12,12,1,c1,2,con,P. reticulatum unripe,Cc_0408,Cc_0408_1,Cc,0,NA,NA,NA,Pur,3,,,,,,,,,
,,,52.24,0,0,,19.16,19.16,2,c3,3,con,P. reticulatum unripe,Cc_0408,Cc_0408_2,Cc,0,NA,NA,NA,Pur,3,,,,,,,,,
,,,53.11,52.24,1,36.38,,36.38,3,c4,4,con,P. reticulatum unripe,Cc_0408,Cc_0408_3,Cc,0,NA,NA,NA,Pur,3,,,,,,,,,
,,,33.11,105.35,2,,19.24,19.24,2,c5,5,con,P. reticulatum unripe,Cc_0408,Cc_0408_2,Cc,0,NA,NA,NA,Pur,3,,,,,,,,,
,,,33.11,105.35,2,33.11,,33.11,NA,p1,6,PretU,P. reticulatum unripe,Cc_0408,Cc_0408_NA,Cc,0,NA,NA,NA,Pur,3,,,,,,,,,
,,,33.11,105.35,2,33.11,,33.11,NA,p2,6,PretU,P. reticulatum unripe,Cc_0408,Cc_0408_NA,Cc,0,NA,NA,NA,Pur,3,,,,,,,,,
,,,33.11,105.35,2,33.11,,33.11,NA,p3,6,PretU,P. reticulatum unripe,Cc_0408,Cc_0408_NA,Cc,0,NA,NA,NA,Pur,3,,,,,,,,,
,,,33.11,105.35,2,33.11,,33.11,NA,p4,6,PretU,P. reticulatum unripe,Cc_0408,Cc_0408_NA,Cc,0,NA,NA,NA,Pur,3,,,,,,,,,
,,,33.11,105.35,2,33.11,,33.11,NA,p5,6,PretU,P. reticulatum unripe,Cc_0408,Cc_0408_NA,Cc,0,NA,NA,NA,Pur,3,,,,,,,,,
,,,47.44,0,0,4.09,,4.09,2,p2,1,PretU,P. reticulatum unripe,Cc_0409,Cc_0409_2,Cc,0,NA,NA,NA,Pur,3,c4 knocked over in the process of landing on c3,,,,,,,,
,,,47.44,0,0,4.16,,4.16,1,c3,2,con,P. reticulatum unripe,Cc_0409,Cc_0409_1,Cc,0,NA,NA,NA,Pur,3,,,,,,,,,
,,,47.44,0,0,8,,8,2,c2,3,con,P. reticulatum unripe,Cc_0409,Cc_0409_2,Cc,0,NA,NA,NA,Pur,3,,,,,,,,,
,,,47.44,0,0,30.38,,30.38,1,p1,4,PretU,P. reticulatum unripe,Cc_0409,Cc_0409_1,Cc,0,NA,NA,NA,Pur,3,,,,,,,,,
,,,47.44,0,0,35.1,,35.1,3,c1,5,con,P. reticulatum unripe,Cc_0409,Cc_0409_3,Cc,0,NA,NA,NA,Pur,3,,,,,,,,,
,,,47.48,47.44,1,,12.21,12.21,2,p5,6,PretU,P. reticulatum unripe,Cc_0409,Cc_0409_2,Cc,0,NA,NA,NA,Pur,3,,,,,,,,,
,,,42.41,95.32,2,,16.23,16.23,1,c5,7,con,P. reticulatum unripe,Cc_0409,Cc_0409_1,Cc,0,NA,NA,NA,Pur,3,,,,,,,,,
,,,42.41,95.32,2,42.41,,42.41,NA,p3,8,PretU,P. reticulatum unripe,Cc_0409,Cc_0409_NA,Cc,0,NA,NA,NA,Pur,3,,,,,,,,,
,,,42.41,95.32,2,42.41,,42.41,NA,p4,8,PretU,P. reticulatum unripe,Cc_0409,Cc_0409_NA,Cc,0,NA,NA,NA,Pur,3,,,,,,,,,
,,,38.4,0,0,,2.24,2.24,2,c5,1,con,P. reticulatum unripe,Cp_0409,Cp_0409_2,Cp,0,NA,NA,NA,Pur,4,,,,,,,,,
,,,38.4,0,0,4.01,,4.01,4,p2,2,PretU,P. reticulatum unripe,Cp_0409,Cp_0409_4,Cp,0,NA,NA,NA,Pur,4,,,,,,,,,
,,,38.4,0,0,5.57,,5.57,3,c2,3,con,P. reticulatum unripe,Cp_0409,Cp_0409_3,Cp,1,8.09,2,V,,4,,,,,,,,,
,,,38.4,0,0,8.1,,8.1,3,c3,4,con,P. reticulatum unripe,Cp_0409,Cp_0409_3,Cp,1,8.36,3,L,,4,,,,,,,,,
,,,38.4,0,0,,8.51,8.51,1,c1,5,con,P. reticulatum unripe,Cp_0409,Cp_0409_1,Cp,0,NA,NA,NA,Pur,4,,,,,,,,,
,,,38.4,0,0,,11.08,11.08,3,c4,6,con,P. reticulatum unripe,Cp_0409,Cp_0409_3,Cp,1,11.08,2,V,,4,,,,,,,,,
,,,38.4,0,0,12.17,,12.17,2,p4,7,PretU,P. reticulatum unripe,Cp_0409,Cp_0409_2,Cp,0,NA,NA,NA,Pur,4,,,,,,,,,
,,,38.4,0,0,13.1,,13.1,2,p5,8,PretU,P. reticulatum unripe,Cp_0409,Cp_0409_2,Cp,0,NA,NA,NA,Pur,4,,,,,,,,,
,,,38.4,0,0,14.44,,14.44,4,p1,9,PretU,P. reticulatum unripe,Cp_0409,Cp_0409_4,Cp,0,NA,NA,NA,Pur,4,,,,,,,,,
,,,27.55,114.06,3,27.55,,0,NA,p3,10,PretU,P. reticulatum unripe,Cp_0409,Cp_0409_NA,Cp,0,NA,NA,NA,Pur,4,,,,,,,,,
,,,46.54,0,0,,3.12,3.12,1,c3,1,con,P. reticulatum unripe,Cs_0409,Cs_0409_1,Cs,0,NA,NA,NA,Pur,1,,,,,,,,,
,,,46.54,0,0,9.34,,9.34,1,c1,3,con,P. reticulatum unripe,Cs_0409,Cs_0409_1,Cs,0,NA,NA,NA,Pur,1,,,,,,,,,
,,,46.54,0,0,9.16,,9.16,1,c2,2,con,P. reticulatum unripe,Cs_0409,Cs_0409_1,Cs,0,NA,NA,NA,Pur,1,,,,,,,,,
,,,2.27,137.43,18,2.27,,2.27,1,c4,3,con,P. reticulatum unripe,Cs_0409,Cs_0409_1,Cs,0,NA,NA,NA,Pur,1,,,,,,,,,
,,,2.27,137.43,18,2.27,,2.27,1,c5,3,con,P. reticulatum unripe,Cs_0409,Cs_0409_1,Cs,0,NA,NA,NA,Pur,1,,,,,,,,,
,,,2.27,137.43,18,2.27,,2.27,1,p1,3,PretU,P. reticulatum unripe,Cs_0409,Cs_0409_1,Cs,0,NA,NA,NA,Pur,1,,,,,,,,,
,,,2.27,137.43,18,2.27,,2.27,1,p2,3,PretU,P. reticulatum unripe,Cs_0409,Cs_0409_1,Cs,0,NA,NA,NA,Pur,1,,,,,,,,,
,,,2.27,137.43,18,2.27,,2.27,1,p3,3,PretU,P. reticulatum unripe,Cs_0409,Cs_0409_1,Cs,0,NA,NA,NA,Pur,1,,,,,,,,,
,,,2.27,137.43,18,2.27,,2.27,1,p4,3,PretU,P. reticulatum unripe,Cs_0409,Cs_0409_1,Cs,0,NA,NA,NA,Pur,1,,,,,,,,,
,,,2.27,137.43,18,2.27,,2.27,1,p5,3,PretU,P. reticulatum unripe,Cs_0409,Cs_0409_1,Cs,0,NA,NA,NA,Pur,1,,,,,,,,,
,,,47.13,0,0,,8.35,8.35,2,p1,1,PretU,P. reticulatum unripe,Cc_0411,Cc_0411_2,Cc,0,NA,NA,NA,Pur,3,c2 knocked over,,,,,,,,
,,,47.13,0,0,,16.38,16.38,3,p3,2,PretU,P. reticulatum unripe,Cc_0411,Cc_0411_3,Cc,0,NA,NA,NA,Pur,3,,,,,,,,,
,,,47.13,0,0,,37.55,37.55,1,c1,3,con,P. reticulatum unripe,Cc_0411,Cc_0411_1,Cc,0,NA,NA,NA,Pur,3,,,,,,,,,
,,,41.43,93.51,2,41.43,,41.43,NA,c3,4,con,P. reticulatum unripe,Cc_0411,Cc_0411_NA,Cc,0,NA,NA,NA,Pur,3,,,,,,,,,
,,,41.43,93.51,2,41.43,,41.43,NA,c4,4,con,P. reticulatum unripe,Cc_0411,Cc_0411_NA,Cc,0,NA,NA,NA,Pur,3,,,,,,,,,
,,,41.43,93.51,2,41.43,,41.43,NA,c5,4,con,P. reticulatum unripe,Cc_0411,Cc_0411_NA,Cc,0,NA,NA,NA,Pur,3,,,,,,,,,
,,,41.43,93.51,2,41.43,,41.43,NA,p2,4,PretU,P. reticulatum unripe,Cc_0411,Cc_0411_NA,Cc,0,NA,NA,NA,Pur,3,,,,,,,,,
,,,41.43,93.51,2,41.43,,41.43,NA,p4,4,PretU,P. reticulatum unripe,Cc_0411,Cc_0411_NA,Cc,0,NA,NA,NA,Pur,3,,,,,,,,,
,,,41.43,93.51,2,41.43,,41.43,NA,p5,4,PretU,P. reticulatum unripe,Cc_0411,Cc_0411_NA,Cc,0,NA,NA,NA,Pur,3,,,,,,,,,
,,,17.26,0,0,,16.4,16.4,2,c4,1,con,P. reticulatum unripe,Cp_0411,Cp_0411_2,Cp,0,NA,NA,NA,Pur,2,,,,,,,,,
,,,17.26,34.52,2,,15.5,15.5,1,p5,2,PretU,P. reticulatum unripe,Cp_0411,Cp_0411_1,Cp,0,NA,NA,NA,Pur,2,,,,,,,,,
,,,17.26,52.18,3,10.38,,10.38,2,c3,3,con,P. reticulatum unripe,Cp_0411,Cp_0411_2,Cp,0,NA,NA,NA,Pur,2,,,,,,,,,
,,,17.26,69.44,4,1.27,,1.27,2,c2,4,con,P. reticulatum unripe,Cp_0411,Cp_0411_2,Cp,0,NA,NA,NA,Pur,2,,,,,,,,,
,,,17.26,87.1,5,,2.02,2.02,1,p4,5,PretU,P. reticulatum unripe,Cp_0411,Cp_0411_1,Cp,0,NA,NA,NA,Pur,2,elimates p3,,,,,,,,
,,,17.26,104.36,6,13.34,,13.34,2,c5,6,con,P. reticulatum unripe,Cp_0411,Cp_0411_2,Cp,0,NA,NA,NA,Pur,2,,,,,,,,,
,,,8.27,122.02,7,8.27,,8.27,NA,c1,7,con,P. reticulatum unripe,Cp_0411,Cp_0411_NA,Cp,0,NA,NA,NA,Pur,2,,,,,,,,,
,,,8.27,122.02,7,8.27,,8.27,NA,p1,7,PretU,P. reticulatum unripe,Cp_0411,Cp_0411_NA,Cp,0,NA,NA,NA,Pur,2,,,,,,,,,
,,,8.27,122.02,7,8.27,,8.27,NA,p2,7,PretU,P. reticulatum unripe,Cp_0411,Cp_0411_NA,Cp,0,NA,NA,NA,Pur,2,,,,,,,,,
,,,52.42,0,0,,4.13,4.13,1,p4,1,PretU,P. reticulatum unripe,Cs_0411,Cs_0411_1,Cs,0,NA,NA,NA,Pur,3,,,,,,,,,
,,,52.42,0,0,8.41,,8.41,2,p1,2,PretU,P. reticulatum unripe,Cs_0411,Cs_0411_2,Cs,0,NA,NA,NA,Pur,3,,,,,,,,,
,,,52.42,0,0,9.05,,9.05,3,c2,3,con,P. reticulatum unripe,Cs_0411,Cs_0411_3,Cs,0,NA,NA,NA,Pur,3,,,,,,,,,
,,,52.42,0,0,,9.32,9.32,1,c4,4,con,P. reticulatum unripe,Cs_0411,Cs_0411_1,Cs,0,NA,NA,NA,Pur,3,,,,,,,,,
,,,52.42,0,0,,33.1,33.1,3,p3,5,PretU,P. reticulatum unripe,Cs_0411,Cs_0411_3,Cs,0,NA,NA,NA,Pur,3,,,,,,,,,
,,,52.42,0,0,,36.4,36.4,1,c1,6,con,P. reticulatum unripe,Cs_0411,Cs_0411_1,Cs,0,NA,NA,NA,Pur,3,,,,,,,,,
,,,52.42,0,0,,42.38,42.38,3,p5,7,PretU,P. reticulatum unripe,Cs_0411,Cs_0411_3,Cs,0,NA,NA,NA,Pur,3,,,,,,,,,
,,,51.34,52.42,16,,9.17,9.17,1,c5,8,con,P. reticulatum unripe,Cs_0411,Cs_0411_1,Cs,0,NA,NA,NA,Pur,3,,,,,,,,,
,,,51.34,52.42,16,,24.11,24.11,2,p2,9,PretU,P. reticulatum unripe,Cs_0411,Cs_0411_2,Cs,0,NA,NA,NA,Pur,3,,,,,,,,,
,,,30.42,104.16,17,30.42,,30.42,NA,c3,10,con,P. reticulatum unripe,Cs_0411,Cs_0411_NA,Cs,0,NA,NA,NA,Pur,3,,,,,,,,,
